;Unnamed: 0;Unnamed: 0.1;codigo_ibge;codigo;municipio;uf;codigo_uf;capital;latitude;longitude;UTI adulto I;UTI adulto II;UTI adulto III;UTI coronariana tipo II -UCO tipo II;UTI coronariana tipo III - UCO tipo III;UTI de Queimados;UTI pediátrica I;UTI pediátrica II;UTI pediátrica III;Unidade isolamento;Total
870;870;870;3550308.0;355030;São Paulo;SP;35;1.0;-23.5329;-46.6395;1406;822;1125;109;10;36;243;190;326;358;4625
712;712;712;3304557.0;330455;Rio de Janeiro;RJ;33;1.0;-22.9129;-43.2003;980;647;640;33;18;27;79;141;58;169;2792
505;505;505;3106200.0;310620;Belo Horizonte;MG;31;1.0;-19.9102;-43.9266;170;725;175;38;0;11;52;79;43;64;1357
1348;1348;1348;5300108.0;530010;Brasília;DF;53;1.0;-15.7795;-47.9297;353;418;146;34;34;14;34;106;28;85;1252
339;339;339;2611606.0;261160;Recife;PE;26;1.0;-8.046660000000001;-34.8771;224;516;133;47;0;2;25;99;23;75;1144
463;463;463;2927408.0;292740;Salvador;BA;29;1.0;-12.9718;-38.5011;9;703;173;8;21;4;0;125;12;75;1130
1162;1162;1162;4314902.0;431490;Porto Alegre;RS;43;1.0;-30.0318;-51.2065;42;117;451;0;8;4;0;35;100;118;875
1306;1306;1306;5208707.0;520870;Goiânia;GO;52;1.0;-16.6864;-49.2643;146;474;10;20;0;15;15;86;0;52;818
243;243;243;2304400.0;230440;Fortaleza;CE;23;1.0;-3.71664;-38.5423;73;386;83;18;13;0;8;89;8;49;727
921;921;921;4106902.0;410690;Curitiba;PR;41;1.0;-25.4195;-49.2646;47;256;169;0;0;5;0;7;64;68;616
33;33;33;1302603.0;130260;Manaus;AM;13;1.0;-3.1186599999999998;-60.0212;46;197;28;10;10;0;17;118;5;116;547
755;755;755;3509502.0;350950;Campinas;SP;35;0.0;-22.9053;-47.0659;130;174;79;20;0;0;19;21;36;27;506
67;67;67;1501402.0;150140;Belém;PA;15;1.0;-1.4554;-48.4898;101;215;26;10;10;0;10;45;18;71;506
1250;1250;1250;5103403.0;510340;Cuiabá;MT;51;1.0;-15.600999999999999;-56.0974;71;221;46;16;0;0;16;48;8;34;460
206;206;206;2111300.0;211130;São Luís;MA;21;1.0;-2.53874;-44.2825;113;219;25;0;0;0;0;19;30;18;424
282;282;282;2408102.0;240810;Natal;RN;24;1.0;-5.79357;-35.1986;71;196;19;7;0;0;4;38;0;26;361
298;298;298;2507507.0;250750;João Pessoa;PB;25;1.0;-7.1150899999999995;-34.8641;8;145;61;20;5;6;4;42;9;48;348
859;859;859;3547809.0;354780;Santo André;SP;35;0.0;-23.6737;-46.5432;174;113;12;0;0;0;13;17;0;14;343
908;908;908;4104204.0;410420;Campo Largo;PR;41;0.0;-25.4525;-49.528999999999996;0;266;25;10;0;0;0;25;12;0;338
1215;1215;1215;5002704.0;500270;Campo Grande;MS;50;1.0;-20.4486;-54.6295;17;115;92;23;16;0;0;22;16;8;309
697;697;697;3303302.0;330330;Niterói;RJ;33;0.0;-22.8832;-43.1034;103;81;36;20;10;0;22;10;0;26;308
861;861;861;3548708.0;354870;São Bernardo do Campo;SP;35;0.0;-23.6914;-46.5646;71;34;114;8;0;0;12;7;10;28;284
867;867;867;3549805.0;354980;São José do Rio Preto;SP;35;0.0;-20.8113;-49.3758;26;57;129;0;14;0;0;6;39;4;275
362;362;362;2800308.0;280030;Aracaju;SE;28;1.0;-10.9091;-37.0677;56;118;57;0;0;0;2;17;3;21;274
868;868;868;3549904.0;354990;São José dos Campos;SP;35;0.0;-23.1896;-45.8841;18;116;66;14;2;5;3;19;5;18;266
632;632;632;3170206.0;317020;Uberlândia;MG;31;0.0;-18.9141;-48.2749;0;140;52;15;19;2;0;9;13;13;263
680;680;680;3301009.0;330100;Campos dos Goytacazes;RJ;33;0.0;-21.7622;-41.3181;4;173;31;0;0;0;1;10;16;14;249
667;667;667;3205309.0;320530;Vitória;ES;32;1.0;-20.3155;-40.3128;25;150;0;8;0;6;28;18;0;12;247
849;849;849;3543402.0;354340;Ribeirão Preto;SP;35;0.0;-21.1699;-47.8099;43;70;42;16;0;2;18;3;23;28;245
860;860;860;3548500.0;354850;Santos;SP;35;0.0;-23.9535;-46.335;55;63;79;10;0;0;5;16;10;5;243
862;862;862;3548807.0;354880;São Caetano do Sul;SP;35;0.0;-23.6229;-46.5548;109;60;36;0;0;0;18;10;0;8;241
941;941;941;4113700.0;411370;Londrina;PR;41;0.0;-23.304000000000002;-51.1691;61;12;102;0;0;7;9;0;27;18;236
563;563;563;3136702.0;313670;Juiz de Fora;MG;31;0.0;-21.7595;-43.3398;4;156;30;20;0;0;0;18;0;4;232
353;353;353;2704302.0;270430;Maceió;AL;27;1.0;-9.665989999999999;-35.735;42;121;11;0;0;0;4;29;4;19;230
1022;1022;1022;4205407.0;420540;Florianópolis;SC;42;1.0;-27.5945;-48.5477;37;66;62;0;0;6;6;20;0;32;229
684;684;684;3301702.0;330170;Duque de Caxias;RJ;33;0.0;-22.7858;-43.3049;25;77;38;12;0;0;10;11;36;16;225
228;228;228;2211001.0;221100;Teresina;PI;22;1.0;-5.09194;-42.8034;25;96;28;0;0;0;0;32;2;37;220
876;876;876;3552205.0;355220;Sorocaba;SP;35;0.0;-23.4969;-47.4451;24;114;30;0;0;3;6;18;10;13;218
779;779;779;3518800.0;351880;Guarulhos;SP;35;0.0;-23.4538;-46.5333;55;108;0;0;0;0;7;34;0;14;218
8;8;8;1100205.0;110020;Porto Velho;RO;11;1.0;-8.760769999999999;-63.8999;26;138;0;3;0;0;3;24;0;10;204
948;948;948;4115200.0;411520;Maringá;PR;41;0.0;-23.4205;-51.9333;17;126;13;11;10;0;0;19;0;4;200
664;664;664;3205002.0;320500;Serra;ES;32;0.0;-20.121;-40.3074;0;155;0;9;0;8;0;5;0;3;180
715;715;715;3304904.0;330490;São Gonçalo;RJ;33;0.0;-22.8268;-43.0634;41;94;10;0;0;0;10;17;0;6;178
702;702;702;3303906.0;330390;Petrópolis;RJ;33;0.0;-22.52;-43.1926;25;70;62;0;0;0;2;0;3;14;176
292;292;292;2504009.0;250400;Campina Grande;PB;25;0.0;-7.22196;-35.8731;38;88;0;0;0;0;16;14;0;9;165
837;837;837;3538709.0;353870;Piracicaba;SP;35;0.0;-22.7338;-47.6476;22;41;54;20;0;0;0;5;9;12;163
727;727;727;3306305.0;330630;Volta Redonda;RJ;33;0.0;-22.5202;-44.0996;12;102;4;0;0;2;6;20;0;10;156
822;822;822;3530607.0;353060;Mogi das Cruzes;SP;35;0.0;-23.5208;-46.1854;30;48;0;10;0;0;6;37;0;19;150
1041;1041;1041;4209102.0;420910;Joinville;SC;42;0.0;-26.3045;-48.8487;28;49;19;0;0;2;5;20;0;23;146
912;912;912;4104808.0;410480;Cascavel;PR;41;0.0;-24.9573;-53.458999999999996;30;86;0;3;0;0;3;12;0;10;144
746;746;746;3506003.0;350600;Bauru;SP;35;0.0;-22.3246;-49.0871;32;68;0;9;0;4;4;20;0;5;142
175;175;175;2105302.0;210530;Imperatriz;MA;21;0.0;-5.51847;-47.4777;0;104;0;0;0;0;0;19;0;12;135
806;806;806;3525904.0;352590;Jundiaí;SP;35;0.0;-23.1852;-46.8974;0;90;4;5;5;1;0;14;7;4;130
828;828;828;3534401.0;353440;Osasco;SP;35;0.0;-23.5324;-46.7916;20;88;0;0;0;0;10;8;0;3;129
267;267;267;2312908.0;231290;Sobral;CE;23;0.0;-3.6891300000000014;-40.3482;0;83;0;10;0;0;10;20;0;0;123
489;489;489;2933307.0;293330;Vitória da Conquista;BA;29;0.0;-14.8615;-40.8442;0;94;0;0;0;0;0;15;0;13;122
322;322;322;2604106.0;260410;Caruaru;PE;26;0.0;-8.28455;-35.9699;0;81;0;10;0;0;0;10;0;21;122
1113;1113;1113;4305108.0;430510;Caxias do Sul;RS;43;0.0;-29.1629;-51.1792;10;86;0;4;0;0;0;15;5;0;120
1287;1287;1287;5201108.0;520110;Anápolis;GO;52;0.0;-16.3281;-48.953;0;88;0;0;0;3;0;24;0;4;119
145;145;145;1721000.0;172100;Palmas;TO;17;1.0;-10.24;-48.3558;18;36;21;1;0;6;0;18;9;9;118
281;281;281;2408003.0;240800;Mossoró;RN;24;0.0;-5.18374;-37.3474;0;105;0;0;0;0;0;10;0;0;115
666;666;666;3205200.0;320520;Vila Velha;ES;32;0.0;-20.3417;-40.2875;0;86;0;10;0;0;0;15;0;3;114
348;348;348;2700300.0;270030;Arapiraca;AL;27;0.0;-9.75487;-36.6615;25;35;30;0;10;0;0;10;0;1;111
1174;1174;1174;4316907.0;431690;Santa Maria;RS;43;0.0;-29.6868;-53.8149;0;56;40;0;0;0;0;14;0;0;110
842;842;842;3541406.0;354140;Presidente Prudente;SP;35;0.0;-22.1207;-51.3925;28;50;0;0;0;1;6;0;0;25;110
699;699;699;3303500.0;330350;Nova Iguaçu;RJ;33;0.0;-22.7556;-43.4603;22;46;0;0;0;0;20;5;9;7;109
816;816;816;3529005.0;352900;Marília;SP;35;0.0;-22.2171;-49.9501;0;83;0;2;0;2;0;13;0;7;107
1110;1110;1110;4304606.0;430460;Canoas;RS;43;0.0;-29.9128;-51.1857;0;28;37;0;0;0;0;0;10;26;101
689;689;689;3302205.0;330220;Itaperuna;RJ;33;0.0;-21.1997;-41.8799;0;65;27;0;0;0;0;4;0;2;98
1158;1158;1158;4314407.0;431440;Pelotas;RS;43;0.0;-31.7649;-52.3371;5;67;0;0;0;0;0;10;0;16;98
61;61;61;1500800.0;150080;Ananindeua;PA;15;0.0;-1.36391;-48.3743;0;66;0;0;0;2;0;15;0;13;96
631;631;631;3170107.0;317010;Uberaba;MG;31;0.0;-19.7472;-47.9381;0;63;10;0;0;0;0;14;0;8;95
644;644;644;3201209.0;320120;Cachoeiro de Itapemirim;ES;32;0.0;-20.8462;-41.1198;7;61;0;0;0;0;1;23;0;3;95
408;408;408;2910800.0;291080;Feira de Santana;BA;29;0.0;-12.2664;-38.9663;16;40;0;0;0;0;0;28;0;11;95
1288;1288;1288;5201405.0;520140;Aparecida de Goiânia;GO;52;0.0;-16.8198;-49.2469;10;59;0;4;0;0;0;18;0;3;94
690;690;690;3302403.0;330240;Macaé;RJ;33;0.0;-22.3768;-41.7848;17;47;10;0;0;0;5;6;0;9;94
1156;1156;1156;4314100.0;431410;Passo Fundo;RS;43;0.0;-28.2576;-52.4091;9;60;10;0;0;0;0;13;0;0;92
581;581;581;3143302.0;314330;Montes Claros;MG;31;0.0;-16.7282;-43.8578;0;81;0;0;0;6;0;4;0;0;91
972;972;972;4119905.0;411990;Ponta Grossa;PR;41;0.0;-25.0916;-50.1668;0;71;0;0;0;0;0;4;0;15;90
743;743;743;3505500.0;350550;Barretos;SP;35;0.0;-20.5531;-48.5698;18;26;30;0;0;0;0;0;8;6;88
335;335;335;2610707.0;261070;Paulista;PE;26;0.0;-7.9340100000000024;-34.8684;10;75;0;0;0;0;0;0;0;3;88
802;802;802;3524402.0;352440;Jacareí;SP;35;0.0;-23.2983;-45.9658;9;60;0;0;0;0;0;13;0;3;85
1221;1221;1221;5003702.0;500370;Dourados;MS;50;0.0;-22.2231;-54.812;15;54;0;0;0;0;1;10;0;4;84
600;600;600;3151800.0;315180;Poços de Caldas;MG;31;0.0;-21.78;-46.5692;11;55;0;0;0;0;6;2;0;9;83
338;338;338;2611101.0;261110;Petrolina;PE;26;0.0;-9.38866;-40.5027;9;58;0;4;0;0;2;8;0;1;82
1006;1006;1006;4202404.0;420240;Blumenau;SC;42;0.0;-26.9155;-49.0709;0;25;40;0;0;0;0;10;5;0;80
907;907;907;4104006.0;410400;Campina Grande do Sul;PR;41;0.0;-25.3044;-49.0551;0;58;0;10;0;0;0;10;0;2;80
533;533;533;3122306.0;312230;Divinópolis;MG;31;0.0;-20.1446;-44.8912;17;39;20;0;0;0;0;2;2;0;80
896;896;896;4101507.0;410150;Arapongas;PR;41;0.0;-23.4153;-51.4259;0;11;68;0;0;0;0;0;0;0;79
582;582;582;3143906.0;314390;Muriaé;MG;31;0.0;-21.13;-42.3693;0;63;0;0;0;0;0;6;0;8;77
585;585;585;3144805.0;314480;Nova Lima;MG;31;0.0;-19.9758;-43.8509;0;27;20;0;0;0;0;11;9;10;77
541;541;541;3127701.0;312770;Governador Valadares;MG;31;0.0;-18.8545;-41.9555;29;38;0;0;0;0;0;0;0;7;74
810;810;810;3526902.0;352690;Limeira;SP;35;0.0;-22.566;-47.397;17;35;0;0;0;12;0;7;0;2;73
924;924;924;4108304.0;410830;Foz do Iguaçu;PR;41;0.0;-25.5427;-54.5827;0;58;0;0;0;0;0;8;0;5;71
15;15;15;1200401.0;120040;Rio Branco;AC;12;1.0;-9.97499;-67.8243;0;41;0;0;0;0;0;11;0;19;71
527;527;527;3118601.0;311860;Contagem;MG;31;0.0;-19.9321;-44.0539;0;55;0;0;0;0;0;10;0;5;70
593;593;593;3148004.0;314800;Patos de Minas;MG;31;0.0;-18.5699;-46.5013;7;59;0;0;0;0;0;3;0;0;69
1072;1072;1072;4216602.0;421660;São José;SC;42;0.0;-27.6136;-48.6366;0;33;20;0;0;0;0;0;9;6;68
677;677;677;3300704.0;330070;Cabo Frio;RJ;33;0.0;-22.8894;-42.0286;33;22;0;0;0;0;0;2;0;11;68
997;997;997;4128104.0;412810;Umuarama;PR;41;0.0;-23.7656;-53.3201;0;54;0;3;0;0;0;4;0;7;68
777;777;777;3518404.0;351840;Guaratinguetá;SP;35;0.0;-22.8075;-45.1938;0;54;0;2;0;6;3;0;0;2;67
134;134;134;1600303.0;160030;Macapá;ap;16;1.0;0.034934;-51.0694;20;20;0;0;0;0;0;10;0;17;67
1274;1274;1274;5107602.0;510760;Rondonópolis;MT;51;0.0;-16.4673;-54.6372;0;49;0;0;0;0;0;10;0;6;65
708;708;708;3304201.0;330420;Resende;RJ;33;0.0;-22.4705;-44.4509;0;19;16;0;6;0;0;5;0;19;65
646;646;646;3201506.0;320150;Colatina;ES;32;0.0;-19.5493;-40.6269;8;44;0;0;0;0;4;0;0;9;65
768;768;768;3513801.0;351380;Diadema;SP;35;0.0;-23.6813;-46.6205;12;28;0;0;0;0;9;9;0;6;64
309;309;309;2513703.0;251370;Santa Rita;PB;25;0.0;-7.11724;-34.9753;0;30;0;10;0;0;0;10;0;12;62
805;805;805;3525300.0;352530;Jaú;SP;35;0.0;-22.2936;-48.5592;0;55;0;0;0;0;0;6;0;1;62
884;884;884;3554102.0;355410;Taubaté;SP;35;0.0;-23.0104;-45.5593;9;40;0;0;0;0;0;13;0;0;62
818;818;818;3529401.0;352940;Mauá;SP;35;0.0;-23.6677;-46.4613;8;48;0;0;0;0;0;4;0;1;61
863;863;863;3548906.0;354890;São Carlos;SP;35;0.0;-22.0174;-47.886;4;30;9;0;0;0;0;5;2;11;61
778;778;778;3518701.0;351870;Guarujá;SP;35;0.0;-23.9888;-46.258;0;38;12;0;0;0;0;4;0;7;61
772;772;772;3516200.0;351620;Franca;SP;35;0.0;-20.5352;-47.4039;8;10;28;0;0;0;2;5;5;3;61
506;506;506;3106705.0;310670;Betim;MG;31;0.0;-19.9668;-44.2008;0;39;0;0;0;0;0;18;0;3;60
1016;1016;1016;4204608.0;420460;Criciúma;SC;42;0.0;-28.6723;-49.3729;0;54;0;0;0;0;0;3;0;2;59
645;645;645;3201308.0;320130;Cariacica;ES;32;0.0;-20.2632;-40.4165;6;38;0;10;0;2;0;0;0;2;58
547;547;547;3131307.0;313130;Ipatinga;MG;31;0.0;-19.4703;-42.5476;0;40;10;0;0;0;0;5;0;3;58
249;249;249;2307304.0;230730;Juazeiro do Norte;CE;23;0.0;-7.1962100000000015;-39.3076;6;50;0;0;0;0;0;0;0;2;58
663;663;663;3204906.0;320490;São Mateus;ES;32;0.0;-18.7214;-39.8579;19;19;0;10;0;0;5;0;0;4;57
673;673;673;3300407.0;330040;Barra Mansa;RJ;33;0.0;-22.5481;-44.1752;25;18;0;0;0;0;0;7;0;6;56
1325;1325;1325;5214507.0;521450;Nerópolis;GO;52;0.0;-16.4047;-49.2227;0;50;0;0;0;0;0;0;0;5;55
422;422;422;2914802.0;291480;Itabuna;BA;29;0.0;-14.7876;-39.2781;0;29;0;13;0;0;0;10;0;3;55
415;415;415;2913606.0;291360;Ilhéus;BA;29;0.0;-14.793;-39.046;0;52;0;0;0;0;0;0;0;3;55
328;328;328;2607901.0;260790;Jaboatão dos Guararapes;PE;26;0.0;-8.11298;-35.015;5;50;0;0;0;0;0;0;0;0;55
48;48;48;1400100.0;140010;Boa Vista;RR;14;1.0;2.82384;-60.6753;5;20;0;0;0;0;0;11;0;18;54
744;744;744;3505708.0;350570;Barueri;SP;35;0.0;-23.5057;-46.879;13;20;0;0;0;0;2;8;0;10;53
750;750;750;3507605.0;350760;Bragança Paulista;SP;35;0.0;-22.9527;-46.5419;10;30;0;0;0;0;0;4;0;8;52
888;888;888;3556206.0;355620;Valinhos;SP;35;0.0;-22.9698;-46.9974;46;0;0;0;0;0;3;0;0;2;51
592;592;592;3147907.0;314790;Passos;MG;31;0.0;-20.7193;-46.608999999999995;0;37;0;10;0;0;0;4;0;0;51
1136;1136;1136;4310207.0;431020;Ijuí;RS;43;0.0;-28.388;-53.92;10;24;0;4;0;0;0;4;0;9;51
1084;1084;1084;4218707.0;421870;Tubarão;SC;42;0.0;-28.4713;-49.0144;10;30;0;0;0;0;2;0;4;5;51
1165;1165;1165;4315602.0;431560;Rio Grande;RS;43;0.0;-32.0349;-52.1071;0;34;0;2;0;0;0;10;0;5;51
604;604;604;3152501.0;315250;Pouso Alegre;MG;31;0.0;-22.2266;-45.9389;5;35;0;0;0;0;0;10;0;1;51
503;503;503;3105608.0;310560;Barbacena;MG;31;0.0;-21.2214;-43.7703;0;40;0;0;0;0;0;2;0;8;50
1149;1149;1149;4313409.0;431340;Novo Hamburgo;RS;43;0.0;-29.6875;-51.1328;5;29;10;0;0;0;0;6;0;0;50
1338;1338;1338;5218805.0;521880;Rio Verde;GO;52;0.0;-17.7923;-50.9192;0;45;0;0;0;0;0;0;0;5;50
761;761;761;3511102.0;351110;Catanduva;SP;35;0.0;-21.1314;-48.977;0;33;0;2;0;3;0;9;0;0;47
137;137;137;1702109.0;170210;Araguaína;TO;17;0.0;-7.19238;-48.2044;0;29;0;0;0;6;0;11;0;0;46
437;437;437;2919207.0;291920;Lauro de Freitas;BA;29;0.0;-12.8978;-38.321;33;10;0;0;0;0;0;0;0;3;46
634;634;634;3170701.0;317070;Varginha;MG;31;0.0;-21.5556;-45.4364;2;44;0;0;0;0;0;0;0;0;46
1285;1285;1285;5108402.0;510840;Várzea Grande;MT;51;0.0;-15.6458;-56.1322;0;33;0;0;0;0;0;3;0;9;45
220;220;220;2207702.0;220770;Parnaíba;PI;22;0.0;-2.90585;-41.7754;11;32;0;0;0;0;0;0;0;2;45
790;790;790;3522505.0;352250;Itapevi;SP;35;0.0;-23.5488;-46.9327;0;25;0;0;0;0;0;10;0;10;45
469;469;469;2928703.0;292870;Santo Antônio de Jesus;BA;29;0.0;-12.9614;-39.2584;10;32;0;0;0;0;0;0;0;2;44
734;734;734;3502804.0;350280;Araçatuba;SP;35;0.0;-21.2076;-50.4401;8;20;0;0;0;0;5;3;0;8;44
333;333;333;2610004.0;261000;Palmares;PE;26;0.0;-8.68423;-35.589;0;30;0;0;0;0;0;5;0;9;44
319;319;319;2602902.0;260290;Cabo de Santo Agostinho;PE;26;0.0;-8.28218;-35.0253;10;30;0;0;0;0;0;0;0;4;44
1035;1035;1035;4208203.0;420820;Itajaí;SC;42;0.0;-26.9101;-48.6705;0;30;0;0;0;1;0;8;0;4;43
749;749;749;3507506.0;350750;Botucatu;SP;35;0.0;-22.8837;-48.4437;5;0;30;0;0;0;0;0;7;1;43
850;850;850;3543907.0;354390;Rio Claro;SP;35;0.0;-22.3984;-47.5546;4;30;0;0;0;0;0;4;0;5;43
784;784;784;3520509.0;352050;Indaiatuba;SP;35;0.0;-23.0816;-47.2101;14;23;0;0;0;0;6;0;0;0;43
729;729;729;3501608.0;350160;Americana;SP;35;0.0;-22.7374;-47.3331;0;27;9;0;0;0;0;6;0;0;42
656;656;656;3203205.0;320320;Linhares;ES;32;0.0;-19.3946;-40.0643;10;18;0;10;0;0;0;0;0;4;42
494;494;494;3101607.0;310160;Alfenas;MG;31;0.0;-21.4256;-45.9477;7;20;0;0;0;0;0;10;0;5;42
116;116;116;1506807.0;150680;Santarém;PA;15;0.0;-2.4384900000000003;-54.6996;0;27;0;0;0;0;0;10;0;4;41
331;331;331;2609600.0;260960;Olinda;PE;26;0.0;-8.01017;-34.8545;0;25;0;16;0;0;0;0;0;0;41
925;925;925;4108403.0;410840;Francisco Beltrão;PR;41;0.0;-26.0817;-53.0535;0;35;0;0;0;0;0;0;0;5;40
927;927;927;4109401.0;410940;Guarapuava;PR;41;0.0;-25.3902;-51.4623;0;24;0;6;0;0;0;4;0;6;40
1281;1281;1281;5107958.0;510795;Tangará da Serra;MT;51;0.0;-14.6229;-57.4933;10;24;0;0;0;0;4;0;0;2;40
235;235;235;2301901.0;230190;Barbalha;CE;23;0.0;-7.2982;-39.3021;0;18;0;10;0;0;0;7;0;4;39
90;90;90;1504208.0;150420;Marabá;PA;15;0.0;-5.38075;-49.1327;0;20;0;0;0;0;0;9;0;10;39
1005;1005;1005;4202008.0;420200;Balneário Camboriú;SC;42;0.0;-26.9926;-48.6352;0;20;10;0;0;0;0;0;0;9;39
434;434;434;2918407.0;291840;Juazeiro;BA;29;0.0;-9.41622;-40.5033;4;26;0;7;0;0;1;0;0;0;38
735;735;735;3503208.0;350320;Araraquara;SP;35;0.0;-21.7845;-48.178000000000004;14;18;0;0;0;0;3;3;0;0;38
630;630;630;3169901.0;316990;Ubá;MG;31;0.0;-21.1204;-42.9359;0;27;0;0;0;0;0;4;0;7;38
726;726;726;3306206.0;330620;Vassouras;RJ;33;0.0;-22.4059;-43.6686;0;35;0;0;0;0;0;0;0;3;38
623;623;623;3168606.0;316860;Teófilo Otoni;MG;31;0.0;-17.8595;-41.5087;10;20;0;5;0;0;0;1;0;1;37
995;995;995;4127700.0;412770;Toledo;PR;41;0.0;-24.7246;-53.7412;7;29;0;0;0;0;0;0;0;1;37
3;3;3;1100049.0;110004;Cacoal;RO;11;0.0;-11.4343;-61.4562;10;18;0;0;0;0;0;9;0;0;37
698;698;698;3303401.0;330340;Nova Friburgo;RJ;33;0.0;-22.2932;-42.5377;0;28;0;0;0;0;0;0;0;9;37
603;603;603;3152105.0;315210;Ponte Nova;MG;31;0.0;-20.4111;-42.8978;0;30;0;0;0;0;0;0;0;6;36
1096;1096;1096;4301602.0;430160;Bagé;RS;43;0.0;-31.3297;-54.0999;0;26;0;0;0;0;0;10;0;0;36
433;433;433;2918001.0;291800;Jequié;BA;29;0.0;-13.8509;-40.0877;0;36;0;0;0;0;0;0;0;0;36
1244;1244;1244;5102504.0;510250;Cáceres;MT;51;0.0;-16.0764;-57.6818;0;26;0;0;0;0;10;0;0;0;36
1039;1039;1039;4208906.0;420890;Jaraguá do Sul;SC;42;0.0;-26.4851;-49.0713;0;30;0;0;0;0;0;6;0;0;36
1042;1042;1042;4209300.0;420930;Lages;SC;42;0.0;-27.815;-50.3259;0;20;0;0;0;0;0;7;0;9;36
909;909;909;4104303.0;410430;Campo Mourão;PR;41;0.0;-24.0463;-52.378;0;30;0;0;0;0;0;3;0;3;36
965;965;965;4118501.0;411850;Pato Branco;PR;41;0.0;-26.2292;-52.6706;1;21;0;2;0;0;0;10;0;1;35
482;482;482;2931350.0;293135;Teixeira de Freitas;BA;29;0.0;-17.5399;-39.74;0;2;30;0;0;0;0;0;0;3;35
548;548;548;3131703.0;313170;Itabira;MG;31;0.0;-19.6239;-43.2312;0;30;0;0;0;0;0;0;0;5;35
242;242;242;2304202.0;230420;Crato;CE;23;0.0;-7.2153;-39.4103;15;20;0;0;0;0;0;0;0;0;35
1297;1297;1297;5205109.0;520510;Catalão;GO;52;0.0;-18.1656;-47.943999999999996;0;28;0;0;0;0;0;2;0;5;35
787;787;787;3522208.0;352220;Itapecerica da Serra;SP;35;0.0;-23.7161;-46.8572;0;20;0;0;0;0;0;6;0;8;34
1175;1175;1175;4317202.0;431720;Santa Rosa;RS;43;0.0;-27.8702;-54.4796;4;20;0;0;0;0;0;10;0;0;34
736;736;736;3503307.0;350330;Araras;SP;35;0.0;-22.3572;-47.3842;10;0;11;0;4;0;1;0;3;5;34
166;166;166;2103000.0;210300;Caxias;MA;21;0.0;-4.86505;-43.3617;0;20;0;0;0;0;0;6;0;7;33
760;760;760;3510609.0;351060;Carapicuíba;SP;35;0.0;-23.5235;-46.8407;6;20;0;0;0;0;0;6;0;1;33
110;110;110;1506138.0;150613;Redenção;PA;15;0.0;-8.02529;-50.0317;11;9;0;0;0;0;0;5;0;7;32
263;263;263;2311405.0;231140;Quixeramobim;CE;23;0.0;-5.19067;-39.2889;0;30;0;0;0;0;0;0;0;2;32
223;223;223;2208007.0;220800;Picos;PI;22;0.0;-7.077210000000001;-41.467;0;0;5;0;0;0;15;0;7;5;32
738;738;738;3504008.0;350400;Assis;SP;35;0.0;-22.66;-50.4183;6;21;0;0;0;0;1;3;0;1;32
987;987;987;4125704.0;412570;São Miguel do Iguaçu;PR;41;0.0;-25.3492;-54.2405;0;20;0;0;0;0;0;0;0;12;32
313;313;313;2600054.0;260005;Abreu e Lima;PE;26;0.0;-7.90072;-34.8984;32;0;0;0;0;0;0;0;0;0;32
551;551;551;3132404.0;313240;Itajubá;MG;31;0.0;-22.4225;-45.4598;0;28;0;0;0;0;0;3;0;0;31
1142;1142;1142;4311403.0;431140;Lajeado;RS;43;0.0;-29.4591;-51.9644;0;20;0;0;0;0;0;4;0;7;31
621;621;621;3167202.0;316720;Sete Lagoas;MG;31;0.0;-19.4569;-44.2413;0;28;0;0;0;0;0;1;0;2;31
933;933;933;4111506.0;411150;Ivaiporã;PR;41;0.0;-24.2485;-51.6754;0;21;0;0;0;0;0;5;0;5;31
989;989;989;4126256.0;412625;Sarandi;PR;41;0.0;-23.4441;-51.87600000000001;0;27;0;0;0;0;0;4;0;0;31
765;765;765;3513009.0;351300;Cotia;SP;35;0.0;-23.6022;-46.919;18;10;0;0;0;0;0;0;0;3;31
1278;1278;1278;5107909.0;510790;Sinop;MT;51;0.0;-11.8604;-55.5091;0;22;0;0;0;0;0;0;0;8;30
106;106;106;1505536.0;150553;Parauapebas;PA;15;0.0;-6.06781;-49.9037;0;10;10;0;0;0;0;0;0;10;30
918;918;918;4106407.0;410640;Cornélio Procópio;PR;41;0.0;-23.1829;-50.6498;9;20;0;0;0;0;0;0;0;1;30
841;841;841;3541000.0;354100;Praia Grande;SP;35;0.0;-24.0084;-46.4121;0;20;0;0;0;0;0;10;0;0;30
721;721;721;3305802.0;330580;Teresópolis;RJ;33;0.0;-22.4165;-42.9752;0;30;0;0;0;0;0;0;0;0;30
500;500;500;3104007.0;310400;Araxá;MG;31;0.0;-19.5902;-46.9438;2;27;0;0;0;0;0;0;0;0;29
594;594;594;3148103.0;314810;Patrocínio;MG;31;0.0;-18.9379;-46.9934;0;26;0;0;0;0;0;0;0;3;29
774;774;774;3516408.0;351640;Franco da Rocha;SP;35;0.0;-23.3229;-46.729;10;11;0;0;0;0;0;0;0;8;29
830;830;830;3534708.0;353470;Ourinhos;SP;35;0.0;-22.9797;-49.8697;0;21;0;2;0;0;0;6;0;0;29
1097;1097;1097;4302105.0;430210;Bento Gonçalves;RS;43;0.0;-29.1662;-51.5165;0;20;0;0;0;0;0;9;0;0;29
1123;1123;1123;4307005.0;430700;Erechim;RS;43;0.0;-27.6364;-52.2697;0;19;0;0;0;0;0;10;0;0;29
